Airport,Day,Hour,Intensity Level,Intensity Status,Busyness
BKI,Tuesday,9,2,High,85
BKI,Tuesday,10,2,High,90
BKI,Tuesday,11,2,High,90
BKI,Tuesday,12,2,High,90
BKI,Tuesday,13,2,High,90
BKI,Tuesday,14,2,High,90
BKI,Tuesday,15,2,High,85
BKI,Tuesday,16,2,High,85
BKI,Tuesday,17,0,Average,80
BKI,Tuesday,18,0,Average,75
BKI,Tuesday,19,0,Average,75
BKI,Tuesday,20,0,Average,70
BKI,Tuesday,21,0,Average,70
BKI,Tuesday,22,0,Average,65
BKI,Tuesday,23,0,Average,60
BKI,Wednesday,0,0,Average,60
BKI,Wednesday,1,-1,Below average,50
BKI,Wednesday,2,-1,Below average,40
BKI,Wednesday,3,-1,Below average,35
BKI,Wednesday,4,-1,Below average,30
BKI,Wednesday,5,-1,Below average,35
BKI,Wednesday,6,-1,Below average,45
BKI,Wednesday,7,0,Average,60
BKI,Wednesday,8,0,Average,75
BKI,Wednesday,9,2,High,85
BKI,Wednesday,10,2,High,90
BKI,Wednesday,11,2,High,95
BKI,Wednesday,12,2,High,95
BKI,Wednesday,13,2,High,90
BKI,Wednesday,14,2,High,95
BKI,Wednesday,15,2,High,95
BKI,Wednesday,16,2,High,90
BKI,Wednesday,17,2,High,90
BKI,Wednesday,18,2,High,85
BKI,Wednesday,19,2,High,80
BKI,Wednesday,20,0,Average,80
BKI,Wednesday,21,0,Average,75
BKI,Wednesday,22,0,Average,75
BKI,Wednesday,23,0,Average,70
BKI,Thursday,0,0,Average,65
BKI,Thursday,1,-1,Below average,50
BKI,Thursday,2,-1,Below average,40
BKI,Thursday,3,-1,Below average,35
BKI,Thursday,4,-1,Below average,35
BKI,Thursday,5,-1,Below average,40
BKI,Thursday,6,-1,Below average,45
BKI,Thursday,7,0,Average,60
BKI,Thursday,8,0,Average,75
BKI,Thursday,9,2,High,90
BKI,Thursday,10,2,High,95
BKI,Thursday,11,2,High,100
BKI,Thursday,12,2,High,100
BKI,Thursday,13,2,High,100
BKI,Thursday,14,2,High,100
BKI,Thursday,15,2,High,100
BKI,Thursday,16,2,High,90
BKI,Thursday,17,2,High,85
BKI,Thursday,18,0,Average,80
BKI,Thursday,19,0,Average,75
BKI,Thursday,20,0,Average,75
BKI,Thursday,21,0,Average,75
BKI,Thursday,22,0,Average,75
BKI,Thursday,23,0,Average,70
BKI,Friday,0,0,Average,60
BKI,Friday,1,-1,Below average,50
BKI,Friday,2,-1,Below average,40
BKI,Friday,3,-1,Below average,35
BKI,Friday,4,-1,Below average,35
BKI,Friday,5,-1,Below average,40
BKI,Friday,6,-1,Below average,55
BKI,Friday,7,0,Average,65
BKI,Friday,8,0,Average,80
BKI,Friday,9,2,High,85
BKI,Friday,10,2,High,90
BKI,Friday,11,2,High,90
BKI,Friday,12,2,High,90
BKI,Friday,13,2,High,90
BKI,Friday,14,2,High,95
BKI,Friday,15,2,High,95
BKI,Friday,16,2,High,100
BKI,Friday,17,2,High,100
BKI,Friday,18,2,High,95
BKI,Friday,19,2,High,95
BKI,Friday,20,2,High,90
BKI,Friday,21,2,High,85
BKI,Friday,22,2,High,80
BKI,Friday,23,0,Average,70
BKI,Saturday,0,0,Average,65
BKI,Saturday,1,-1,Below average,55
BKI,Saturday,2,-1,Below average,45
BKI,Saturday,3,-1,Below average,40
BKI,Saturday,4,-1,Below average,35
BKI,Saturday,5,-1,Below average,40
BKI,Saturday,6,-1,Below average,50
BKI,Saturday,7,0,Average,60
BKI,Saturday,8,0,Average,70
BKI,Saturday,9,2,High,80
BKI,Saturday,10,2,High,90
BKI,Saturday,11,2,High,90
BKI,Saturday,12,2,High,90
BKI,Saturday,13,2,High,85
BKI,Saturday,14,2,High,80
BKI,Saturday,15,0,Average,80
BKI,Saturday,16,2,High,80
BKI,Saturday,17,2,High,80
BKI,Saturday,18,0,Average,80
BKI,Saturday,19,0,Average,75
BKI,Saturday,20,0,Average,75
BKI,Saturday,21,0,Average,75
BKI,Saturday,22,0,Average,75
BKI,Saturday,23,0,Average,70
BKI,Sunday,0,0,Average,60
BKI,Sunday,1,-1,Below average,50
BKI,Sunday,2,-1,Below average,45
BKI,Sunday,3,-1,Below average,35
BKI,Sunday,4,-1,Below average,30
BKI,Sunday,5,-1,Below average,40
BKI,Sunday,6,-1,Below average,50
BKI,Sunday,7,0,Average,60
BKI,Sunday,8,0,Average,65
BKI,Sunday,9,0,Average,75
BKI,Sunday,10,0,Average,75
BKI,Sunday,11,0,Average,80
BKI,Sunday,12,0,Average,80
BKI,Sunday,13,0,Average,80
BKI,Sunday,14,2,High,80
BKI,Sunday,15,2,High,85
BKI,Sunday,16,2,High,85
BKI,Sunday,17,2,High,85
BKI,Sunday,18,2,High,85
BKI,Sunday,19,2,High,85
BKI,Sunday,20,2,High,85
BKI,Sunday,21,2,High,85
BKI,Sunday,22,0,Average,80
BKI,Sunday,23,0,Average,70
BKK,Monday,0,0,Average,65
BKK,Monday,1,0,Average,50
BKK,Monday,2,-1,Below average,40
BKK,Monday,3,-1,Below average,35
BKK,Monday,4,-1,Below average,40
BKK,Monday,5,0,Average,50
BKK,Monday,6,-2,Low,0
BKK,Monday,7,-2,Low,0
BKK,Monday,8,1,Above average,75
BKK,Monday,9,0,Average,75
BKK,Monday,10,1,Above average,75
BKK,Monday,11,2,High,85
BKK,Monday,12,2,High,95
BKK,Monday,13,2,High,100
BKK,Monday,14,2,High,100
BKK,Monday,15,2,High,95
BKK,Monday,16,2,High,90
BKK,Monday,17,2,High,85
BKK,Monday,18,2,High,80
BKK,Monday,19,2,High,85
BKK,Monday,20,2,High,90
BKK,Monday,21,2,High,90
BKK,Monday,22,2,High,90
BKK,Monday,23,-2,Low,0
BKK,Tuesday,0,0,Average,70
BKK,Tuesday,1,0,Average,55
BKK,Tuesday,2,-1,Below average,40
BKK,Tuesday,3,-1,Below average,35
BKK,Tuesday,4,-1,Below average,40
BKK,Tuesday,5,0,Average,50
BKK,Tuesday,6,0,Average,60
BKK,Tuesday,7,0,Average,70
BKK,Tuesday,8,0,Average,70
BKK,Tuesday,9,0,Average,70
BKK,Tuesday,10,0,Average,70
BKK,Tuesday,11,1,Above average,75
BKK,Tuesday,12,2,High,80
BKK,Tuesday,13,2,High,90
BKK,Tuesday,14,2,High,90
BKK,Tuesday,15,2,High,85
BKK,Tuesday,16,1,Above average,80
BKK,Tuesday,17,0,Average,75
BKK,Tuesday,18,0,Average,70
BKK,Tuesday,19,1,Above average,80
BKK,Tuesday,20,2,High,85
BKK,Tuesday,21,2,High,95
BKK,Tuesday,22,2,High,95
BKK,Tuesday,23,2,High,85
BKK,Wednesday,0,0,Average,65
BKK,Wednesday,1,0,Average,50
BKK,Wednesday,2,-1,Below average,40
BKK,Wednesday,3,-1,Below average,35
BKK,Wednesday,4,-1,Below average,40
BKK,Wednesday,5,0,Average,55
BKK,Wednesday,6,0,Average,65
BKK,Wednesday,7,0,Average,75
BKK,Wednesday,8,0,Average,75
BKK,Wednesday,9,0,Average,70
BKK,Wednesday,10,0,Average,70
BKK,Wednesday,11,1,Above average,75
BKK,Wednesday,12,2,High,85
BKK,Wednesday,13,2,High,90
BKK,Wednesday,14,2,High,90
BKK,Wednesday,15,2,High,90
BKK,Wednesday,16,2,High,80
BKK,Wednesday,17,1,Above average,80
BKK,Wednesday,18,1,Above average,80
BKK,Wednesday,19,2,High,85
BKK,Wednesday,20,2,High,90
BKK,Wednesday,21,2,High,90
BKK,Wednesday,22,2,High,90
BKK,Wednesday,23,1,Above average,80
BKK,Thursday,0,1,Above average,75
BKK,Thursday,1,0,Average,60
BKK,Thursday,2,-1,Below average,45
BKK,Thursday,3,-1,Below average,40
BKK,Thursday,4,-1,Below average,40
BKK,Thursday,5,0,Average,55
BKK,Thursday,6,0,Average,70
BKK,Thursday,7,1,Above average,75
BKK,Thursday,8,1,Above average,75
BKK,Thursday,9,0,Average,75
BKK,Thursday,10,1,Above average,75
BKK,Thursday,11,2,High,80
BKK,Thursday,12,2,High,90
BKK,Thursday,13,2,High,95
BKK,Thursday,14,2,High,95
BKK,Thursday,15,2,High,85
BKK,Thursday,16,1,Above average,80
BKK,Thursday,17,0,Average,75
BKK,Thursday,18,0,Average,75
BKK,Thursday,19,2,High,80
BKK,Thursday,20,2,High,90
BKK,Thursday,21,2,High,95
BKK,Thursday,22,2,High,95
BKK,Thursday,23,2,High,90
BKK,Friday,0,0,Average,70
BKK,Friday,1,0,Average,55
BKK,Friday,2,-1,Below average,40
BKK,Friday,3,-1,Below average,35
BKK,Friday,4,-1,Below average,40
BKK,Friday,5,0,Average,55
BKK,Friday,6,0,Average,70
BKK,Friday,7,1,Above average,80
BKK,Friday,8,1,Above average,80
BKK,Friday,9,0,Average,75
BKK,Friday,10,0,Average,75
BKK,Friday,11,1,Above average,80
BKK,Friday,12,2,High,90
BKK,Friday,13,2,High,95
BKK,Friday,14,2,High,95
BKK,Friday,15,2,High,90
BKK,Friday,16,2,High,80
BKK,Friday,17,1,Above average,80
BKK,Friday,18,2,High,80
BKK,Friday,19,2,High,85
BKK,Friday,20,2,High,90
BKK,Friday,21,2,High,95
BKK,Friday,22,2,High,90
BKK,Friday,23,2,High,80
BKK,Saturday,0,-2,Low,0
BKK,Saturday,1,-2,Low,0
BKK,Saturday,2,-2,Low,0
BKK,Saturday,3,-2,Low,0
BKK,Saturday,4,-2,Low,0
BKK,Saturday,5,-2,Low,0
BKK,Saturday,6,0,Average,70
BKK,Saturday,7,1,Above average,75
BKK,Saturday,8,1,Above average,75
BKK,Saturday,9,0,Average,75
BKK,Saturday,10,0,Average,75
BKK,Saturday,11,2,High,80
BKK,Saturday,12,2,High,90
BKK,Saturday,13,2,High,95
BKK,Saturday,14,2,High,95
BKK,Saturday,15,2,High,85
BKK,Saturday,16,1,Above average,80
BKK,Saturday,17,1,Above average,75
BKK,Saturday,18,1,Above average,75
BKK,Saturday,19,2,High,85
BKK,Saturday,20,2,High,90
BKK,Saturday,21,2,High,95
BKK,Saturday,22,2,High,95
BKK,Saturday,23,2,High,85
BKK,Sunday,0,-2,Low,0
BKK,Sunday,1,-2,Low,0
BKK,Sunday,2,-2,Low,0
BKK,Sunday,3,-2,Low,0
BKK,Sunday,4,-2,Low,0
BKK,Sunday,5,-2,Low,0
BKK,Sunday,6,-2,Low,0
BKK,Sunday,7,-2,Low,0
BKK,Sunday,8,-2,Low,0
BKK,Sunday,9,-2,Low,0
BKK,Sunday,10,-2,Low,0
BKK,Sunday,11,-2,Low,0
BKK,Sunday,12,-2,Low,0
BKK,Sunday,13,-2,Low,0
BKK,Sunday,14,-2,Low,0
BKK,Sunday,15,-2,Low,0
BKK,Sunday,16,-2,Low,0
BKK,Sunday,17,-2,Low,0
BKK,Sunday,18,-2,Low,0
BKK,Sunday,19,-2,Low,0
BKK,Sunday,20,-2,Low,0
BKK,Sunday,21,-2,Low,0
BKK,Sunday,22,-2,Low,0
BKK,Sunday,23,-2,Low,0
BLR,Monday,0,-1,Below average,60
BLR,Monday,1,-1,Below average,55
BLR,Monday,2,-1,Below average,55
BLR,Monday,3,-1,Below average,60
BLR,Monday,4,-1,Below average,65
BLR,Monday,5,0,Average,65
BLR,Monday,6,0,Average,75
BLR,Monday,7,0,Average,80
BLR,Monday,8,2,High,85
BLR,Monday,9,2,High,90
BLR,Monday,10,2,High,90
BLR,Monday,11,2,High,90
BLR,Monday,12,2,High,90
BLR,Monday,13,2,High,90
BLR,Monday,14,2,High,95
BLR,Monday,15,2,High,95
BLR,Monday,16,2,High,100
BLR,Monday,17,2,High,100
BLR,Monday,18,2,High,95
BLR,Monday,19,2,High,90
BLR,Monday,20,2,High,85
BLR,Monday,21,0,Average,80
BLR,Monday,22,0,Average,70
BLR,Monday,23,-1,Below average,65
BLR,Tuesday,0,-1,Below average,60
BLR,Tuesday,1,-1,Below average,55
BLR,Tuesday,2,-1,Below average,55
BLR,Tuesday,3,-1,Below average,60
BLR,Tuesday,4,0,Average,65
BLR,Tuesday,5,0,Average,70
BLR,Tuesday,6,0,Average,70
BLR,Tuesday,7,0,Average,75
BLR,Tuesday,8,0,Average,80
BLR,Tuesday,9,2,High,80
BLR,Tuesday,10,2,High,85
BLR,Tuesday,11,2,High,85
BLR,Tuesday,12,2,High,90
BLR,Tuesday,13,2,High,90
BLR,Tuesday,14,2,High,90
BLR,Tuesday,15,2,High,95
BLR,Tuesday,16,2,High,95
BLR,Tuesday,17,2,High,95
BLR,Tuesday,18,2,High,90
BLR,Tuesday,19,2,High,85
BLR,Tuesday,20,2,High,80
BLR,Tuesday,21,0,Average,75
BLR,Tuesday,22,0,Average,70
BLR,Tuesday,23,-1,Below average,65
BLR,Wednesday,0,-1,Below average,60
BLR,Wednesday,1,-1,Below average,60
BLR,Wednesday,2,-1,Below average,60
BLR,Wednesday,3,-1,Below average,60
BLR,Wednesday,4,0,Average,65
BLR,Wednesday,5,0,Average,70
BLR,Wednesday,6,0,Average,70
BLR,Wednesday,7,0,Average,75
BLR,Wednesday,8,2,High,80
BLR,Wednesday,9,2,High,85
BLR,Wednesday,10,2,High,90
BLR,Wednesday,11,2,High,90
BLR,Wednesday,12,2,High,90
BLR,Wednesday,13,2,High,90
BLR,Wednesday,14,2,High,90
BLR,Wednesday,15,2,High,90
BLR,Wednesday,16,2,High,95
BLR,Wednesday,17,2,High,95
BLR,Wednesday,18,2,High,95
BLR,Wednesday,19,2,High,90
BLR,Wednesday,20,2,High,85
BLR,Wednesday,21,0,Average,80
BLR,Wednesday,22,0,Average,70
BLR,Wednesday,23,-1,Below average,65
BLR,Thursday,0,0,Average,65
BLR,Thursday,1,-1,Below average,65
BLR,Thursday,2,-1,Below average,65
BLR,Thursday,3,-1,Below average,65
BLR,Thursday,4,0,Average,70
BLR,Thursday,5,0,Average,75
BLR,Thursday,6,0,Average,75
BLR,Thursday,7,0,Average,80
BLR,Thursday,8,2,High,80
BLR,Thursday,9,2,High,85
BLR,Thursday,10,2,High,85
BLR,Thursday,11,2,High,85
BLR,Thursday,12,2,High,90
BLR,Thursday,13,2,High,90
BLR,Thursday,14,2,High,90
BLR,Thursday,15,2,High,95
BLR,Thursday,16,2,High,95
BLR,Thursday,17,2,High,95
BLR,Thursday,18,2,High,95
BLR,Thursday,19,2,High,90
BLR,Thursday,20,2,High,85
BLR,Thursday,21,0,Average,80
BLR,Thursday,22,0,Average,75
BLR,Thursday,23,0,Average,70
BLR,Friday,0,0,Average,70
BLR,Friday,1,0,Average,65
BLR,Friday,2,0,Average,65
BLR,Friday,3,0,Average,65
BLR,Friday,4,0,Average,70
BLR,Friday,5,0,Average,75
BLR,Friday,6,0,Average,75
BLR,Friday,7,2,High,80
BLR,Friday,8,2,High,85
BLR,Friday,9,2,High,90
BLR,Friday,10,2,High,90
BLR,Friday,11,2,High,90
BLR,Friday,12,2,High,90
BLR,Friday,13,2,High,95
BLR,Friday,14,2,High,95
BLR,Friday,15,2,High,100
BLR,Friday,16,2,High,100
BLR,Friday,17,2,High,100
BLR,Friday,18,2,High,100
BLR,Friday,19,2,High,95
BLR,Friday,20,2,High,90
BLR,Friday,21,2,High,85
BLR,Friday,22,0,Average,80
BLR,Friday,23,0,Average,75
BLR,Saturday,0,0,Average,65
BLR,Saturday,1,-1,Below average,65
BLR,Saturday,2,-1,Below average,65
BLR,Saturday,3,0,Average,65
BLR,Saturday,4,0,Average,70
BLR,Saturday,5,0,Average,75
BLR,Saturday,6,0,Average,80
BLR,Saturday,7,2,High,80
BLR,Saturday,8,2,High,85
BLR,Saturday,9,2,High,85
BLR,Saturday,10,2,High,85
BLR,Saturday,11,2,High,85
BLR,Saturday,12,2,High,85
BLR,Saturday,13,2,High,85
BLR,Saturday,14,2,High,90
BLR,Saturday,15,2,High,90
BLR,Saturday,16,2,High,95
BLR,Saturday,17,2,High,95
BLR,Saturday,18,2,High,95
BLR,Saturday,19,2,High,90
BLR,Saturday,20,2,High,85
BLR,Saturday,21,0,Average,80
BLR,Saturday,22,0,Average,75
BLR,Saturday,23,0,Average,70
BLR,Sunday,0,-1,Below average,60
BLR,Sunday,1,-1,Below average,55
BLR,Sunday,2,-1,Below average,60
BLR,Sunday,3,-1,Below average,65
BLR,Sunday,4,-1,Below average,65
BLR,Sunday,5,0,Average,70
BLR,Sunday,6,0,Average,75
BLR,Sunday,7,0,Average,80
BLR,Sunday,8,0,Average,80
BLR,Sunday,9,0,Average,80
BLR,Sunday,10,0,Average,75
BLR,Sunday,11,0,Average,75
BLR,Sunday,12,0,Average,80
BLR,Sunday,13,0,Average,80
BLR,Sunday,14,0,Average,80
BLR,Sunday,15,0,Average,80
BLR,Sunday,16,2,High,80
BLR,Sunday,17,2,High,80
BLR,Sunday,18,2,High,85
BLR,Sunday,19,2,High,85
BLR,Sunday,20,2,High,80
BLR,Sunday,21,0,Average,75
BLR,Sunday,22,0,Average,70
BLR,Sunday,23,-1,Below average,65
BNE,Monday,0,-2,Low,20
BNE,Monday,1,-2,Low,15
BNE,Monday,2,-2,Low,10
BNE,Monday,3,-2,Low,20
BNE,Monday,4,-1,Below average,35
BNE,Monday,5,0,Average,55
BNE,Monday,6,2,High,90
BNE,Monday,7,2,High,100
BNE,Monday,8,2,High,95
BNE,Monday,9,2,High,95
BNE,Monday,10,2,High,95
BNE,Monday,11,2,High,90
BNE,Monday,12,2,High,85
BNE,Monday,13,1,Above average,80
BNE,Monday,14,1,Above average,75
BNE,Monday,15,1,Above average,75
BNE,Monday,16,1,Above average,75
BNE,Monday,17,1,Above average,70
BNE,Monday,18,0,Average,70
BNE,Monday,19,0,Average,65
BNE,Monday,20,0,Average,55
BNE,Monday,21,0,Average,45
BNE,Monday,22,-1,Below average,35
BNE,Monday,23,-1,Below average,25
BNE,Tuesday,0,-2,Low,20
BNE,Tuesday,1,-2,Low,15
BNE,Tuesday,2,-2,Low,15
BNE,Tuesday,3,-2,Low,20
BNE,Tuesday,4,-1,Below average,35
BNE,Tuesday,5,0,Average,55
BNE,Tuesday,6,1,Above average,75
BNE,Tuesday,7,2,High,90
BNE,Tuesday,8,2,High,95
BNE,Tuesday,9,2,High,95
BNE,Tuesday,10,2,High,90
BNE,Tuesday,11,2,High,85
BNE,Tuesday,12,1,Above average,80
BNE,Tuesday,13,1,Above average,75
BNE,Tuesday,14,1,Above average,70
BNE,Tuesday,15,1,Above average,70
BNE,Tuesday,16,1,Above average,70
BNE,Tuesday,17,1,Above average,70
BNE,Tuesday,18,0,Average,70
BNE,Tuesday,19,0,Average,65
BNE,Tuesday,20,0,Average,55
BNE,Tuesday,21,0,Average,45
BNE,Tuesday,22,-1,Below average,35
BNE,Tuesday,23,-1,Below average,25
BNE,Wednesday,0,-2,Low,20
BNE,Wednesday,1,-2,Low,15
BNE,Wednesday,2,-2,Low,10
BNE,Wednesday,3,-2,Low,20
BNE,Wednesday,4,-1,Below average,30
BNE,Wednesday,5,0,Average,50
BNE,Wednesday,6,1,Above average,80
BNE,Wednesday,7,2,High,90
BNE,Wednesday,8,2,High,90
BNE,Wednesday,9,2,High,90
BNE,Wednesday,10,2,High,90
BNE,Wednesday,11,2,High,85
BNE,Wednesday,12,2,High,80
BNE,Wednesday,13,1,Above average,75
BNE,Wednesday,14,1,Above average,75
BNE,Wednesday,15,0,Average,70
BNE,Wednesday,16,0,Average,70
BNE,Wednesday,17,0,Average,70
BNE,Wednesday,18,0,Average,65
BNE,Wednesday,19,0,Average,60
BNE,Wednesday,20,0,Average,55
BNE,Wednesday,21,0,Average,45
BNE,Wednesday,22,-1,Below average,35
BNE,Wednesday,23,-1,Below average,25
BNE,Thursday,0,-2,Low,20
BNE,Thursday,1,-2,Low,15
BNE,Thursday,2,-2,Low,15
BNE,Thursday,3,-1,Below average,20
BNE,Thursday,4,-1,Below average,35
BNE,Thursday,5,0,Average,55
BNE,Thursday,6,0,Average,70
BNE,Thursday,7,2,High,85
BNE,Thursday,8,2,High,95
BNE,Thursday,9,2,High,100
BNE,Thursday,10,2,High,95
BNE,Thursday,11,2,High,85
BNE,Thursday,12,1,Above average,80
BNE,Thursday,13,1,Above average,75
BNE,Thursday,14,1,Above average,75
BNE,Thursday,15,1,Above average,75
BNE,Thursday,16,1,Above average,75
BNE,Thursday,17,1,Above average,75
BNE,Thursday,18,0,Average,70
BNE,Thursday,19,0,Average,65
BNE,Thursday,20,0,Average,55
BNE,Thursday,21,0,Average,45
BNE,Thursday,22,-1,Below average,35
BNE,Thursday,23,-1,Below average,25
BNE,Friday,0,-2,Low,20
BNE,Friday,1,-2,Low,15
BNE,Friday,2,-2,Low,15
BNE,Friday,3,-2,Low,20
BNE,Friday,4,-1,Below average,30
BNE,Friday,5,0,Average,45
BNE,Friday,6,1,Above average,75
BNE,Friday,7,2,High,90
BNE,Friday,8,2,High,95
BNE,Friday,9,2,High,95
BNE,Friday,10,2,High,95
BNE,Friday,11,2,High,90
BNE,Friday,12,2,High,85
BNE,Friday,13,1,Above average,80
BNE,Friday,14,1,Above average,75
BNE,Friday,15,1,Above average,75
BNE,Friday,16,1,Above average,75
BNE,Friday,17,1,Above average,75
BNE,Friday,18,1,Above average,75
BNE,Friday,19,0,Average,70
BNE,Friday,20,0,Average,60
BNE,Friday,21,0,Average,50
BNE,Friday,22,-1,Below average,40
BNE,Friday,23,-1,Below average,25
BNE,Saturday,0,-2,Low,15
BNE,Saturday,1,-2,Low,10
BNE,Saturday,2,-2,Low,10
BNE,Saturday,3,-2,Low,15
BNE,Saturday,4,-1,Below average,25
BNE,Saturday,5,-1,Below average,40
BNE,Saturday,6,0,Average,65
BNE,Saturday,7,1,Above average,80
BNE,Saturday,8,2,High,85
BNE,Saturday,9,2,High,85
BNE,Saturday,10,1,Above average,75
BNE,Saturday,11,0,Average,65
BNE,Saturday,12,0,Average,55
BNE,Saturday,13,0,Average,50
BNE,Saturday,14,0,Average,50
BNE,Saturday,15,0,Average,50
BNE,Saturday,16,0,Average,55
BNE,Saturday,17,0,Average,50
BNE,Saturday,18,0,Average,45
BNE,Saturday,19,-1,Below average,40
BNE,Saturday,20,-1,Below average,35
BNE,Saturday,21,-1,Below average,35
BNE,Saturday,22,-1,Below average,30
BNE,Saturday,23,-1,Below average,20
BNE,Sunday,0,-2,Low,15
BNE,Sunday,1,-2,Low,15
BNE,Sunday,2,-2,Low,10
BNE,Sunday,3,-2,Low,15
BNE,Sunday,4,-1,Below average,40
BNE,Sunday,5,0,Average,65
BNE,Sunday,6,0,Average,55
BNE,Sunday,7,0,Average,70
BNE,Sunday,8,1,Above average,75
BNE,Sunday,9,1,Above average,80
BNE,Sunday,10,1,Above average,75
BNE,Sunday,11,0,Average,70
BNE,Sunday,12,0,Average,60
BNE,Sunday,13,0,Average,60
BNE,Sunday,14,0,Average,65
BNE,Sunday,15,0,Average,70
BNE,Sunday,16,1,Above average,75
BNE,Sunday,17,1,Above average,70
BNE,Sunday,18,0,Average,65
BNE,Sunday,19,0,Average,55
BNE,Sunday,20,0,Average,50
BNE,Sunday,21,-1,Below average,40
BNE,Sunday,22,-1,Below average,30
BNE,Sunday,23,-1,Below average,25
BPN,Monday,0,-2,Low,20
BPN,Monday,1,-2,Low,15
BPN,Monday,2,-2,Low,15
BPN,Monday,3,-1,Below average,20
BPN,Monday,4,-1,Below average,30
BPN,Monday,5,-1,Below average,40
BPN,Monday,6,0,Average,55
BPN,Monday,7,0,Average,70
BPN,Monday,8,2,High,80
BPN,Monday,9,2,High,90
BPN,Monday,10,2,High,90
BPN,Monday,11,2,High,90
BPN,Monday,12,2,High,90
BPN,Monday,13,2,High,90
BPN,Monday,14,2,High,90
BPN,Monday,15,2,High,90
BPN,Monday,16,2,High,90
BPN,Monday,17,1,Above average,80
BPN,Monday,18,0,Average,65
BPN,Monday,19,0,Average,50
BPN,Monday,20,-1,Below average,40
BPN,Monday,21,-1,Below average,30
BPN,Monday,22,-1,Below average,25
BPN,Monday,23,-1,Below average,20
BPN,Tuesday,0,-2,Low,20
BPN,Tuesday,1,-2,Low,20
BPN,Tuesday,2,-2,Low,20
BPN,Tuesday,3,-1,Below average,20
BPN,Tuesday,4,-1,Below average,30
BPN,Tuesday,5,0,Average,45
BPN,Tuesday,6,0,Average,50
BPN,Tuesday,7,0,Average,65
BPN,Tuesday,8,1,Above average,75
BPN,Tuesday,9,2,High,85
BPN,Tuesday,10,2,High,85
BPN,Tuesday,11,2,High,85
BPN,Tuesday,12,2,High,85
BPN,Tuesday,13,2,High,85
BPN,Tuesday,14,2,High,90
BPN,Tuesday,15,2,High,90
BPN,Tuesday,16,2,High,90
BPN,Tuesday,17,2,High,80
BPN,Tuesday,18,0,Average,65
BPN,Tuesday,19,0,Average,50
BPN,Tuesday,20,-1,Below average,40
BPN,Tuesday,21,-1,Below average,30
BPN,Tuesday,22,-1,Below average,25
BPN,Tuesday,23,-1,Below average,20
BPN,Wednesday,0,-2,Low,15
BPN,Wednesday,1,-2,Low,15
BPN,Wednesday,2,-2,Low,20
BPN,Wednesday,3,-1,Below average,25
BPN,Wednesday,4,-1,Below average,35
BPN,Wednesday,5,0,Average,45
BPN,Wednesday,6,0,Average,60
BPN,Wednesday,7,0,Average,75
BPN,Wednesday,8,2,High,85
BPN,Wednesday,9,2,High,90
BPN,Wednesday,10,2,High,90
BPN,Wednesday,11,2,High,90
BPN,Wednesday,12,2,High,85
BPN,Wednesday,13,2,High,90
BPN,Wednesday,14,2,High,90
BPN,Wednesday,15,2,High,95
BPN,Wednesday,16,2,High,95
BPN,Wednesday,17,2,High,85
BPN,Wednesday,18,1,Above average,75
BPN,Wednesday,19,0,Average,60
BPN,Wednesday,20,0,Average,45
BPN,Wednesday,21,-1,Below average,35
BPN,Wednesday,22,-1,Below average,25
BPN,Wednesday,23,-1,Below average,20
BPN,Thursday,0,-1,Below average,20
BPN,Thursday,1,-2,Low,20
BPN,Thursday,2,-1,Below average,20
BPN,Thursday,3,-1,Below average,25
BPN,Thursday,4,-1,Below average,35
BPN,Thursday,5,0,Average,45
BPN,Thursday,6,0,Average,60
BPN,Thursday,7,0,Average,75
BPN,Thursday,8,2,High,85
BPN,Thursday,9,2,High,90
BPN,Thursday,10,2,High,95
BPN,Thursday,11,2,High,90
BPN,Thursday,12,2,High,90
BPN,Thursday,13,2,High,90
BPN,Thursday,14,2,High,95
BPN,Thursday,15,2,High,100
BPN,Thursday,16,2,High,100
BPN,Thursday,17,2,High,90
BPN,Thursday,18,0,Average,75
BPN,Thursday,19,0,Average,55
BPN,Thursday,20,-1,Below average,45
BPN,Thursday,21,-1,Below average,35
BPN,Thursday,22,-1,Below average,25
BPN,Thursday,23,-1,Below average,25
BPN,Friday,0,-2,Low,20
BPN,Friday,1,-2,Low,15
BPN,Friday,2,-2,Low,20
BPN,Friday,3,-1,Below average,25
BPN,Friday,4,-1,Below average,30
BPN,Friday,5,-1,Below average,40
BPN,Friday,6,0,Average,60
BPN,Friday,7,0,Average,70
BPN,Friday,8,1,Above average,80
BPN,Friday,9,2,High,85
BPN,Friday,10,2,High,85
BPN,Friday,11,2,High,90
BPN,Friday,12,2,High,90
BPN,Friday,13,2,High,95
BPN,Friday,14,2,High,95
BPN,Friday,15,2,High,95
BPN,Friday,16,2,High,95
BPN,Friday,17,2,High,85
BPN,Friday,18,1,Above average,75
BPN,Friday,19,0,Average,65
BPN,Friday,20,0,Average,50
BPN,Friday,21,-1,Below average,40
BPN,Friday,22,-1,Below average,30
BPN,Friday,23,-1,Below average,25
BPN,Saturday,0,-1,Below average,20
BPN,Saturday,1,-1,Below average,20
BPN,Saturday,2,-1,Below average,20
BPN,Saturday,3,-1,Below average,25
BPN,Saturday,4,-1,Below average,35
BPN,Saturday,5,-1,Below average,40
BPN,Saturday,6,0,Average,55
BPN,Saturday,7,0,Average,65
BPN,Saturday,8,1,Above average,80
