Airport,Day,Hour,Intensity Level,Intensity Status,Busyness
PNH,Monday,13,1,Above average,75
PNH,Monday,14,1,Above average,80
PNH,Monday,15,2,High,85
PNH,Monday,16,2,High,85
PNH,Monday,17,2,High,80
PNH,Monday,18,1,Above average,75
PNH,Monday,19,1,Above average,75
PNH,Monday,20,1,Above average,80
PNH,Monday,21,2,High,85
PNH,Monday,22,1,Above average,75
PNH,Monday,23,0,Average,60
PNH,Tuesday,0,-2,Low,0
PNH,Tuesday,1,-2,Low,0
PNH,Tuesday,2,-2,Low,0
PNH,Tuesday,3,-2,Low,0
PNH,Tuesday,4,-2,Low,5
PNH,Tuesday,5,-2,Low,5
PNH,Tuesday,6,-1,Below average,25
PNH,Tuesday,7,0,Average,40
PNH,Tuesday,8,0,Average,55
PNH,Tuesday,9,1,Above average,70
PNH,Tuesday,10,2,High,80
PNH,Tuesday,11,2,High,85
PNH,Tuesday,12,1,Above average,80
PNH,Tuesday,13,1,Above average,70
PNH,Tuesday,14,0,Average,65
PNH,Tuesday,15,0,Average,60
PNH,Tuesday,16,0,Average,65
PNH,Tuesday,17,0,Average,65
PNH,Tuesday,18,1,Above average,65
PNH,Tuesday,19,1,Above average,70
PNH,Tuesday,20,1,Above average,70
PNH,Tuesday,21,1,Above average,75
PNH,Tuesday,22,1,Above average,70
PNH,Tuesday,23,0,Average,60
PNH,Wednesday,0,-2,Low,0
PNH,Wednesday,1,-2,Low,0
PNH,Wednesday,2,-2,Low,0
PNH,Wednesday,3,-2,Low,0
PNH,Wednesday,4,-2,Low,0
PNH,Wednesday,5,-2,Low,10
PNH,Wednesday,6,-1,Below average,20
PNH,Wednesday,7,0,Average,45
PNH,Wednesday,8,0,Average,65
PNH,Wednesday,9,1,Above average,80
PNH,Wednesday,10,1,Above average,80
PNH,Wednesday,11,1,Above average,75
PNH,Wednesday,12,1,Above average,75
PNH,Wednesday,13,1,Above average,80
PNH,Wednesday,14,2,High,80
PNH,Wednesday,15,1,Above average,80
PNH,Wednesday,16,1,Above average,75
PNH,Wednesday,17,0,Average,65
PNH,Wednesday,18,0,Average,60
PNH,Wednesday,19,0,Average,60
PNH,Wednesday,20,0,Average,60
PNH,Wednesday,21,0,Average,60
PNH,Wednesday,22,0,Average,55
PNH,Wednesday,23,0,Average,45
PNH,Thursday,0,-2,Low,0
PNH,Thursday,1,-2,Low,0
PNH,Thursday,2,-2,Low,0
PNH,Thursday,3,-2,Low,0
PNH,Thursday,4,-2,Low,5
PNH,Thursday,5,-2,Low,5
PNH,Thursday,6,-1,Below average,25
PNH,Thursday,7,0,Average,45
PNH,Thursday,8,0,Average,65
PNH,Thursday,9,1,Above average,75
PNH,Thursday,10,2,High,85
PNH,Thursday,11,1,Above average,80
PNH,Thursday,12,1,Above average,75
PNH,Thursday,13,1,Above average,70
PNH,Thursday,14,1,Above average,65
PNH,Thursday,15,1,Above average,70
PNH,Thursday,16,1,Above average,75
PNH,Thursday,17,1,Above average,75
PNH,Thursday,18,1,Above average,75
PNH,Thursday,19,1,Above average,70
PNH,Thursday,20,1,Above average,70
PNH,Thursday,21,1,Above average,75
PNH,Thursday,22,1,Above average,75
PNH,Thursday,23,0,Average,65
PNH,Friday,0,-2,Low,0
PNH,Friday,1,-2,Low,0
PNH,Friday,2,-2,Low,0
PNH,Friday,3,-2,Low,0
PNH,Friday,4,-2,Low,5
PNH,Friday,5,-2,Low,5
PNH,Friday,6,-1,Below average,25
PNH,Friday,7,0,Average,50
PNH,Friday,8,1,Above average,80
PNH,Friday,9,2,High,90
PNH,Friday,10,2,High,95
PNH,Friday,11,2,High,85
PNH,Friday,12,2,High,85
PNH,Friday,13,2,High,85
PNH,Friday,14,2,High,90
PNH,Friday,15,2,High,90
PNH,Friday,16,2,High,80
PNH,Friday,17,1,Above average,70
PNH,Friday,18,0,Average,65
PNH,Friday,19,0,Average,65
PNH,Friday,20,1,Above average,70
PNH,Friday,21,1,Above average,75
PNH,Friday,22,1,Above average,70
PNH,Friday,23,0,Average,55
PNH,Saturday,0,-2,Low,0
PNH,Saturday,1,-2,Low,0
PNH,Saturday,2,-2,Low,0
PNH,Saturday,3,-2,Low,0
PNH,Saturday,4,-2,Low,5
PNH,Saturday,5,-2,Low,10
PNH,Saturday,6,-2,Low,15
PNH,Saturday,7,0,Average,40
PNH,Saturday,8,1,Above average,70
PNH,Saturday,9,1,Above average,75
PNH,Saturday,10,1,Above average,70
PNH,Saturday,11,0,Average,65
PNH,Saturday,12,1,Above average,65
PNH,Saturday,13,1,Above average,80
PNH,Saturday,14,2,High,85
PNH,Saturday,15,1,Above average,80
PNH,Saturday,16,1,Above average,70
PNH,Saturday,17,0,Average,60
PNH,Saturday,18,0,Average,55
PNH,Saturday,19,0,Average,60
PNH,Saturday,20,0,Average,65
PNH,Saturday,21,1,Above average,65
PNH,Saturday,22,0,Average,65
PNH,Saturday,23,0,Average,55
PNH,Sunday,0,-2,Low,0
PNH,Sunday,1,-2,Low,0
PNH,Sunday,2,-2,Low,0
PNH,Sunday,3,-2,Low,0
PNH,Sunday,4,-2,Low,5
PNH,Sunday,5,-2,Low,5
PNH,Sunday,6,-1,Below average,25
PNH,Sunday,7,0,Average,45
PNH,Sunday,8,0,Average,60
PNH,Sunday,9,1,Above average,75
PNH,Sunday,10,2,High,80
PNH,Sunday,11,2,High,80
PNH,Sunday,12,1,Above average,75
PNH,Sunday,13,1,Above average,70
PNH,Sunday,14,1,Above average,70
PNH,Sunday,15,1,Above average,75
PNH,Sunday,16,1,Above average,80
PNH,Sunday,17,2,High,85
PNH,Sunday,18,2,High,80
PNH,Sunday,19,1,Above average,75
PNH,Sunday,20,1,Above average,70
PNH,Sunday,21,1,Above average,75
PNH,Sunday,22,1,Above average,75
PNH,Sunday,23,0,Average,60
PQC,Monday,0,-2,Low,0
PQC,Monday,1,-2,Low,0
PQC,Monday,2,-2,Low,0
PQC,Monday,3,-2,Low,0
PQC,Monday,4,-2,Low,5
PQC,Monday,5,-1,Below average,20
PQC,Monday,6,0,Average,50
PQC,Monday,7,1,Above average,70
PQC,Monday,8,1,Above average,75
PQC,Monday,9,1,Above average,75
PQC,Monday,10,1,Above average,75
PQC,Monday,11,1,Above average,80
PQC,Monday,12,2,High,90
PQC,Monday,13,2,High,95
PQC,Monday,14,2,High,95
PQC,Monday,15,2,High,90
PQC,Monday,16,2,High,85
PQC,Monday,17,1,Above average,75
PQC,Monday,18,1,Above average,70
PQC,Monday,19,1,Above average,60
PQC,Monday,20,0,Average,50
PQC,Monday,21,0,Average,35
PQC,Monday,22,-2,Low,20
PQC,Monday,23,-2,Low,5
PQC,Tuesday,0,-2,Low,0
PQC,Tuesday,1,-2,Low,0
PQC,Tuesday,2,-2,Low,0
PQC,Tuesday,3,-2,Low,0
PQC,Tuesday,4,-2,Low,10
PQC,Tuesday,5,-1,Below average,25
PQC,Tuesday,6,0,Average,35
PQC,Tuesday,7,0,Average,50
PQC,Tuesday,8,0,Average,55
PQC,Tuesday,9,0,Average,55
PQC,Tuesday,10,0,Average,55
PQC,Tuesday,11,1,Above average,60
PQC,Tuesday,12,1,Above average,70
PQC,Tuesday,13,1,Above average,80
PQC,Tuesday,14,1,Above average,80
PQC,Tuesday,15,1,Above average,75
PQC,Tuesday,16,1,Above average,65
PQC,Tuesday,17,0,Average,55
PQC,Tuesday,18,0,Average,45
PQC,Tuesday,19,0,Average,40
PQC,Tuesday,20,-1,Below average,30
PQC,Tuesday,21,-1,Below average,20
PQC,Tuesday,22,-2,Low,10
PQC,Tuesday,23,-2,Low,5
PQC,Wednesday,0,-2,Low,0
PQC,Wednesday,1,-2,Low,0
PQC,Wednesday,2,-2,Low,0
PQC,Wednesday,3,-2,Low,0
PQC,Wednesday,4,-2,Low,10
PQC,Wednesday,5,-1,Below average,25
PQC,Wednesday,6,0,Average,40
PQC,Wednesday,7,0,Average,50
PQC,Wednesday,8,0,Average,55
PQC,Wednesday,9,0,Average,55
PQC,Wednesday,10,1,Above average,65
PQC,Wednesday,11,1,Above average,75
PQC,Wednesday,12,2,High,85
PQC,Wednesday,13,2,High,85
PQC,Wednesday,14,2,High,85
PQC,Wednesday,15,1,Above average,80
PQC,Wednesday,16,1,Above average,70
PQC,Wednesday,17,1,Above average,65
PQC,Wednesday,18,0,Average,55
PQC,Wednesday,19,0,Average,45
PQC,Wednesday,20,0,Average,35
PQC,Wednesday,21,-1,Below average,25
PQC,Wednesday,22,-2,Low,10
PQC,Wednesday,23,-2,Low,5
PQC,Thursday,0,-2,Low,0
PQC,Thursday,1,-2,Low,0
PQC,Thursday,2,-2,Low,0
PQC,Thursday,3,-2,Low,0
PQC,Thursday,4,-2,Low,10
PQC,Thursday,5,-1,Below average,20
PQC,Thursday,6,0,Average,40
PQC,Thursday,7,0,Average,50
PQC,Thursday,8,0,Average,55
PQC,Thursday,9,0,Average,55
PQC,Thursday,10,0,Average,60
PQC,Thursday,11,1,Above average,65
PQC,Thursday,12,1,Above average,70
PQC,Thursday,13,1,Above average,80
PQC,Thursday,14,2,High,85
PQC,Thursday,15,2,High,80
PQC,Thursday,16,1,Above average,75
PQC,Thursday,17,1,Above average,65
PQC,Thursday,18,0,Average,55
PQC,Thursday,19,0,Average,45
PQC,Thursday,20,0,Average,35
PQC,Thursday,21,-1,Below average,25
PQC,Thursday,22,-2,Low,15
PQC,Thursday,23,-2,Low,5
PQC,Friday,0,-2,Low,0
PQC,Friday,1,-2,Low,0
PQC,Friday,2,-2,Low,0
PQC,Friday,3,-2,Low,0
PQC,Friday,4,-2,Low,10
PQC,Friday,5,-1,Below average,25
PQC,Friday,6,0,Average,35
PQC,Friday,7,0,Average,45
PQC,Friday,8,0,Average,55
PQC,Friday,9,1,Above average,60
PQC,Friday,10,1,Above average,65
PQC,Friday,11,1,Above average,70
PQC,Friday,12,2,High,80
PQC,Friday,13,2,High,90
PQC,Friday,14,2,High,95
PQC,Friday,15,2,High,90
PQC,Friday,16,2,High,85
PQC,Friday,17,1,Above average,75
PQC,Friday,18,1,Above average,70
PQC,Friday,19,0,Average,60
PQC,Friday,20,0,Average,45
PQC,Friday,21,0,Average,30
PQC,Friday,22,-2,Low,15
PQC,Friday,23,-2,Low,5
PQC,Saturday,0,-2,Low,0
PQC,Saturday,1,-2,Low,0
PQC,Saturday,2,-2,Low,0
PQC,Saturday,3,-2,Low,0
PQC,Saturday,4,-2,Low,5
PQC,Saturday,5,-1,Below average,25
PQC,Saturday,6,0,Average,40
PQC,Saturday,7,0,Average,50
PQC,Saturday,8,0,Average,55
PQC,Saturday,9,0,Average,55
PQC,Saturday,10,0,Average,55
PQC,Saturday,11,1,Above average,60
PQC,Saturday,12,1,Above average,70
PQC,Saturday,13,1,Above average,80
PQC,Saturday,14,2,High,85
PQC,Saturday,15,2,High,80
PQC,Saturday,16,1,Above average,70
PQC,Saturday,17,1,Above average,60
PQC,Saturday,18,0,Average,45
PQC,Saturday,19,0,Average,35
PQC,Saturday,20,-1,Below average,25
PQC,Saturday,21,-2,Low,20
PQC,Saturday,22,-2,Low,10
PQC,Saturday,23,-2,Low,5
PQC,Sunday,0,-2,Low,0
PQC,Sunday,1,-2,Low,0
PQC,Sunday,2,-2,Low,0
PQC,Sunday,3,-2,Low,0
PQC,Sunday,4,-2,Low,10
PQC,Sunday,5,-1,Below average,30
PQC,Sunday,6,0,Average,40
PQC,Sunday,7,0,Average,55
PQC,Sunday,8,1,Above average,65
PQC,Sunday,9,1,Above average,70
PQC,Sunday,10,1,Above average,75
PQC,Sunday,11,2,High,85
PQC,Sunday,12,2,High,90
PQC,Sunday,13,2,High,95
PQC,Sunday,14,2,High,100
PQC,Sunday,15,2,High,100
PQC,Sunday,16,2,High,95
PQC,Sunday,17,2,High,90
PQC,Sunday,18,1,Above average,80
PQC,Sunday,19,1,Above average,65
PQC,Sunday,20,0,Average,50
PQC,Sunday,21,0,Average,35
PQC,Sunday,22,-1,Below average,20
PQC,Sunday,23,-2,Low,10
PUS,Monday,0,-2,Low,5
PUS,Monday,1,-2,Low,5
PUS,Monday,2,-2,Low,5
PUS,Monday,3,-2,Low,5
PUS,Monday,4,-2,Low,5
PUS,Monday,5,0,Average,25
PUS,Monday,6,1,Above average,70
PUS,Monday,7,2,High,100
PUS,Monday,8,2,High,95
PUS,Monday,9,1,Above average,65
PUS,Monday,10,0,Average,40
PUS,Monday,11,0,Average,35
PUS,Monday,12,0,Average,40
PUS,Monday,13,0,Average,45
PUS,Monday,14,0,Average,50
PUS,Monday,15,0,Average,50
PUS,Monday,16,0,Average,50
PUS,Monday,17,0,Average,45
PUS,Monday,18,0,Average,45
PUS,Monday,19,0,Average,50
PUS,Monday,20,0,Average,50
PUS,Monday,21,0,Average,35
PUS,Monday,22,-2,Low,15
PUS,Monday,23,-2,Low,5
PUS,Tuesday,0,-2,Low,5
PUS,Tuesday,1,-2,Low,5
PUS,Tuesday,2,-2,Low,5
PUS,Tuesday,3,-2,Low,5
PUS,Tuesday,4,-2,Low,10
PUS,Tuesday,5,0,Average,25
PUS,Tuesday,6,1,Above average,50
PUS,Tuesday,7,1,Above average,75
PUS,Tuesday,8,1,Above average,70
PUS,Tuesday,9,0,Average,50
PUS,Tuesday,10,0,Average,35
PUS,Tuesday,11,0,Average,35
PUS,Tuesday,12,0,Average,40
PUS,Tuesday,13,0,Average,40
PUS,Tuesday,14,0,Average,40
PUS,Tuesday,15,0,Average,40
PUS,Tuesday,16,0,Average,40
PUS,Tuesday,17,0,Average,45
PUS,Tuesday,18,0,Average,45
PUS,Tuesday,19,0,Average,45
PUS,Tuesday,20,0,Average,35
PUS,Tuesday,21,0,Average,25
PUS,Tuesday,22,-2,Low,15
PUS,Tuesday,23,-2,Low,5
PUS,Wednesday,0,-2,Low,5
PUS,Wednesday,1,-2,Low,5
PUS,Wednesday,2,-2,Low,5
PUS,Wednesday,3,-2,Low,5
PUS,Wednesday,4,-2,Low,10
PUS,Wednesday,5,0,Average,25
PUS,Wednesday,6,1,Above average,55
PUS,Wednesday,7,2,High,80
PUS,Wednesday,8,1,Above average,80
PUS,Wednesday,9,1,Above average,55
PUS,Wednesday,10,0,Average,40
PUS,Wednesday,11,0,Average,35
PUS,Wednesday,12,0,Average,40
PUS,Wednesday,13,0,Average,45
PUS,Wednesday,14,0,Average,45
PUS,Wednesday,15,0,Average,45
PUS,Wednesday,16,0,Average,45
PUS,Wednesday,17,0,Average,50
PUS,Wednesday,18,1,Above average,55
PUS,Wednesday,19,1,Above average,60
PUS,Wednesday,20,0,Average,50
PUS,Wednesday,21,0,Average,30
PUS,Wednesday,22,-2,Low,15
PUS,Wednesday,23,-2,Low,10
PUS,Thursday,0,-2,Low,5
PUS,Thursday,1,-2,Low,5
PUS,Thursday,2,-2,Low,5
PUS,Thursday,3,-2,Low,5
PUS,Thursday,4,-2,Low,10
PUS,Thursday,5,0,Average,25
PUS,Thursday,6,1,Above average,60
PUS,Thursday,7,2,High,85
PUS,Thursday,8,2,High,85
PUS,Thursday,9,1,Above average,60
PUS,Thursday,10,0,Average,40
PUS,Thursday,11,0,Average,35
PUS,Thursday,12,0,Average,40
PUS,Thursday,13,0,Average,45
PUS,Thursday,14,0,Average,45
PUS,Thursday,15,0,Average,45
PUS,Thursday,16,0,Average,50
PUS,Thursday,17,1,Above average,55
PUS,Thursday,18,1,Above average,60
PUS,Thursday,19,1,Above average,60
PUS,Thursday,20,0,Average,50
PUS,Thursday,21,0,Average,30
PUS,Thursday,22,-2,Low,15
PUS,Thursday,23,-2,Low,10
PUS,Friday,0,-2,Low,5
PUS,Friday,1,-2,Low,5
PUS,Friday,2,-2,Low,5
PUS,Friday,3,-2,Low,5
PUS,Friday,4,-2,Low,10
PUS,Friday,5,0,Average,30
PUS,Friday,6,1,Above average,60
PUS,Friday,7,2,High,90
PUS,Friday,8,2,High,90
PUS,Friday,9,1,Above average,65
PUS,Friday,10,0,Average,45
PUS,Friday,11,0,Average,40
PUS,Friday,12,0,Average,45
PUS,Friday,13,0,Average,45
PUS,Friday,14,0,Average,45
PUS,Friday,15,0,Average,45
PUS,Friday,16,0,Average,45
PUS,Friday,17,0,Average,40
PUS,Friday,18,0,Average,45
PUS,Friday,19,1,Above average,55
PUS,Friday,20,0,Average,50
PUS,Friday,21,0,Average,35
PUS,Friday,22,-2,Low,15
PUS,Friday,23,-2,Low,5
PUS,Saturday,0,-2,Low,5
PUS,Saturday,1,-2,Low,5
PUS,Saturday,2,-2,Low,5
PUS,Saturday,3,-2,Low,5
PUS,Saturday,4,-2,Low,10
PUS,Saturday,5,0,Average,30
PUS,Saturday,6,1,Above average,60
PUS,Saturday,7,2,High,85
PUS,Saturday,8,1,Above average,80
PUS,Saturday,9,1,Above average,55
PUS,Saturday,10,0,Average,35
PUS,Saturday,11,0,Average,30
PUS,Saturday,12,0,Average,35
PUS,Saturday,13,0,Average,40
PUS,Saturday,14,0,Average,40
PUS,Saturday,15,0,Average,45
PUS,Saturday,16,0,Average,45
PUS,Saturday,17,0,Average,45
PUS,Saturday,18,1,Above average,50
PUS,Saturday,19,1,Above average,60
PUS,Saturday,20,1,Above average,50
PUS,Saturday,21,0,Average,35
PUS,Saturday,22,-2,Low,20
PUS,Saturday,23,-2,Low,10
PUS,Sunday,0,-2,Low,5
PUS,Sunday,1,-2,Low,5
PUS,Sunday,2,-2,Low,5
PUS,Sunday,3,-2,Low,5
PUS,Sunday,4,-2,Low,10
PUS,Sunday,5,0,Average,30
PUS,Sunday,6,1,Above average,65
PUS,Sunday,7,2,High,95
PUS,Sunday,8,2,High,85
PUS,Sunday,9,1,Above average,55
PUS,Sunday,10,0,Average,40
PUS,Sunday,11,0,Average,35
PUS,Sunday,12,0,Average,40
PUS,Sunday,13,0,Average,45
PUS,Sunday,14,0,Average,45
PUS,Sunday,15,0,Average,45
PUS,Sunday,16,0,Average,45
PUS,Sunday,17,1,Above average,50
PUS,Sunday,18,1,Above average,60
PUS,Sunday,19,1,Above average,65
PUS,Sunday,20,1,Above average,55
PUS,Sunday,21,0,Average,35
PUS,Sunday,22,-2,Low,20
PUS,Sunday,23,-2,Low,10
PVG,Monday,0,-2,Low,0
PVG,Monday,1,-2,Low,0
PVG,Monday,2,-2,Low,0
PVG,Monday,3,-2,Low,0
PVG,Monday,4,-2,Low,0
PVG,Monday,5,-2,Low,0
PVG,Monday,6,-2,Low,0
PVG,Monday,7,-2,Low,5
PVG,Monday,8,-2,Low,15
PVG,Monday,9,0,Average,35
PVG,Monday,10,1,Above average,50
PVG,Monday,11,1,Above average,60
PVG,Monday,12,1,Above average,55
PVG,Monday,13,1,Above average,40
PVG,Monday,14,1,Above average,40
PVG,Monday,15,2,High,80
PVG,Monday,16,1,Above average,35
PVG,Monday,17,-2,Low,15
PVG,Monday,18,0,Average,20
PVG,Monday,19,0,Average,30
PVG,Monday,20,0,Average,30
PVG,Monday,21,0,Average,25
PVG,Monday,22,-2,Low,10
PVG,Monday,23,-2,Low,5
PVG,Tuesday,0,-2,Low,5
PVG,Tuesday,1,-2,Low,0
PVG,Tuesday,2,-2,Low,0
PVG,Tuesday,3,-2,Low,0
PVG,Tuesday,4,-2,Low,5
PVG,Tuesday,5,-2,Low,5
PVG,Tuesday,6,-2,Low,5
PVG,Tuesday,7,-2,Low,5
PVG,Tuesday,8,-2,Low,10
PVG,Tuesday,9,-2,Low,15
PVG,Tuesday,10,-2,Low,20
PVG,Tuesday,11,0,Average,25
PVG,Tuesday,12,0,Average,25
PVG,Tuesday,13,0,Average,30
PVG,Tuesday,14,0,Average,30
PVG,Tuesday,15,0,Average,30
PVG,Tuesday,16,0,Average,30
PVG,Tuesday,17,0,Average,25
PVG,Tuesday,18,-2,Low,20
PVG,Tuesday,19,-2,Low,15
PVG,Tuesday,20,-2,Low,10
PVG,Tuesday,21,-2,Low,5
PVG,Tuesday,22,-2,Low,10
PVG,Tuesday,23,-2,Low,15
PVG,Wednesday,0,-2,Low,0
PVG,Wednesday,1,-2,Low,0
PVG,Wednesday,2,-2,Low,0
PVG,Wednesday,3,-2,Low,0
PVG,Wednesday,4,-2,Low,0
PVG,Wednesday,5,-2,Low,0
PVG,Wednesday,6,-2,Low,5
PVG,Wednesday,7,-2,Low,10
PVG,Wednesday,8,-2,Low,15
PVG,Wednesday,9,0,Average,20
PVG,Wednesday,10,0,Average,25
PVG,Wednesday,11,0,Average,30
PVG,Wednesday,12,0,Average,35
PVG,Wednesday,13,1,Above average,35
PVG,Wednesday,14,1,Above average,35
PVG,Wednesday,15,1,Above average,35
PVG,Wednesday,16,0,Average,30
PVG,Wednesday,17,0,Average,30
PVG,Wednesday,18,0,Average,20
PVG,Wednesday,19,-2,Low,15
PVG,Wednesday,20,-2,Low,10
PVG,Wednesday,21,-2,Low,10
PVG,Wednesday,22,-2,Low,5
PVG,Wednesday,23,-2,Low,5
PVG,Thursday,0,-2,Low,0
PVG,Thursday,1,-2,Low,0
PVG,Thursday,2,-2,Low,0
PVG,Thursday,3,-2,Low,0
PVG,Thursday,4,-2,Low,0
PVG,Thursday,5,-2,Low,0
PVG,Thursday,6,-2,Low,0
PVG,Thursday,7,-2,Low,5
PVG,Thursday,8,-2,Low,10
PVG,Thursday,9,0,Average,30
PVG,Thursday,10,1,Above average,60
PVG,Thursday,11,2,High,85
PVG,Thursday,12,2,High,80
PVG,Thursday,13,1,Above average,55
PVG,Thursday,14,1,Above average,35
PVG,Thursday,15,0,Average,30
PVG,Thursday,16,0,Average,25
PVG,Thursday,17,0,Average,20
PVG,Thursday,18,-2,Low,15
PVG,Thursday,19,-2,Low,15
PVG,Thursday,20,-2,Low,10
PVG,Thursday,21,-2,Low,5
PVG,Thursday,22,-2,Low,5
PVG,Thursday,23,-2,Low,0
PVG,Friday,0,-2,Low,5
PVG,Friday,1,-2,Low,0
PVG,Friday,2,-2,Low,0
PVG,Friday,3,-2,Low,0
PVG,Friday,4,-2,Low,0
PVG,Friday,5,-2,Low,5
PVG,Friday,6,-2,Low,15
PVG,Friday,7,0,Average,30
PVG,Friday,8,-2,Low,15
PVG,Friday,9,-2,Low,10
PVG,Friday,10,0,Average,30
PVG,Friday,11,1,Above average,70
PVG,Friday,12,1,Above average,65
PVG,Friday,13,1,Above average,45
PVG,Friday,14,1,Above average,40
PVG,Friday,15,1,Above average,45
PVG,Friday,16,1,Above average,45
PVG,Friday,17,1,Above average,40
PVG,Friday,18,1,Above average,35
PVG,Friday,19,0,Average,30
PVG,Friday,20,0,Average,20
PVG,Friday,21,-2,Low,15
PVG,Friday,22,-2,Low,10
PVG,Friday,23,-2,Low,5
PVG,Saturday,0,-2,Low,0
PVG,Saturday,1,-2,Low,0
PVG,Saturday,2,-2,Low,0
PVG,Saturday,3,-2,Low,0
PVG,Saturday,4,-2,Low,0
PVG,Saturday,5,-2,Low,0
PVG,Saturday,6,-2,Low,10
PVG,Saturday,7,-2,Low,15
PVG,Saturday,8,0,Average,25
PVG,Saturday,9,1,Above average,40
PVG,Saturday,10,1,Above average,45
PVG,Saturday,11,1,Above average,45
PVG,Saturday,12,1,Above average,45
PVG,Saturday,13,1,Above average,45
PVG,Saturday,14,1,Above average,45
PVG,Saturday,15,1,Above average,40
PVG,Saturday,16,1,Above average,40
PVG,Saturday,17,1,Above average,35
PVG,Saturday,18,0,Average,35
PVG,Saturday,19,0,Average,30
PVG,Saturday,20,0,Average,20
PVG,Saturday,21,-2,Low,10
PVG,Saturday,22,-2,Low,5
PVG,Saturday,23,-2,Low,0
PVG,Sunday,0,-2,Low,5
PVG,Sunday,1,-2,Low,5
PVG,Sunday,2,-2,Low,0
PVG,Sunday,3,-2,Low,0
PVG,Sunday,4,-2,Low,0
PVG,Sunday,5,-2,Low,0
PVG,Sunday,6,-2,Low,5
PVG,Sunday,7,-2,Low,10
PVG,Sunday,8,0,Average,25
PVG,Sunday,9,1,Above average,55
PVG,Sunday,10,2,High,80
PVG,Sunday,11,2,High,100
PVG,Sunday,12,2,High,100
PVG,Sunday,13,1,Above average,80
PVG,Sunday,14,1,Above average,50
PVG,Sunday,15,0,Average,30
PVG,Sunday,16,-2,Low,15
PVG,Sunday,17,-2,Low,10
PVG,Sunday,18,-2,Low,10
PVG,Sunday,19,-2,Low,10
PVG,Sunday,20,-2,Low,10
PVG,Sunday,21,-2,Low,5
PVG,Sunday,22,-2,Low,5
PVG,Sunday,23,-2,Low,5
REP,Monday,0,-1,Below average,25
REP,Monday,1,-1,Below average,20
REP,Monday,2,-1,Below average,20
REP,Monday,3,-1,Below average,20
REP,Monday,4,-1,Below average,25
REP,Monday,5,-1,Below average,30
REP,Monday,6,-1,Below average,25
REP,Monday,7,0,Average,45
REP,Monday,8,1,Above average,70
REP,Monday,9,2,High,95
REP,Monday,10,2,High,90
REP,Monday,11,1,Above average,70
REP,Monday,12,0,Average,60
REP,Monday,13,0,Average,65
REP,Monday,14,1,Above average,75
REP,Monday,15,2,High,85
REP,Monday,16,2,High,90
REP,Monday,17,2,High,90
REP,Monday,18,2,High,80
REP,Monday,19,1,Above average,70
REP,Monday,20,0,Average,55
REP,Monday,21,0,Average,45
REP,Monday,22,-1,Below average,35
REP,Monday,23,-1,Below average,30
REP,Tuesday,0,-1,Below average,25
REP,Tuesday,1,-1,Below average,25
REP,Tuesday,2,-1,Below average,25
REP,Tuesday,3,-1,Below average,25
REP,Tuesday,4,-1,Below average,20
REP,Tuesday,5,-1,Below average,20
REP,Tuesday,6,-1,Below average,35
REP,Tuesday,7,0,Average,50
REP,Tuesday,8,0,Average,65
REP,Tuesday,9,1,Above average,75
REP,Tuesday,10,1,Above average,75
REP,Tuesday,11,1,Above average,70
REP,Tuesday,12,1,Above average,70
REP,Tuesday,13,2,High,80
REP,Tuesday,14,2,High,90
REP,Tuesday,15,2,High,100
REP,Tuesday,16,2,High,100
REP,Tuesday,17,2,High,90
REP,Tuesday,18,1,Above average,75
REP,Tuesday,19,0,Average,60
REP,Tuesday,20,0,Average,50
REP,Tuesday,21,-1,Below average,40
REP,Tuesday,22,-1,Below average,30
REP,Tuesday,23,-1,Below average,30
REP,Wednesday,0,-1,Below average,25
REP,Wednesday,1,-1,Below average,25
REP,Wednesday,2,-1,Below average,20
REP,Wednesday,3,-1,Below average,20
REP,Wednesday,4,-1,Below average,20
REP,Wednesday,5,-1,Below average,25
REP,Wednesday,6,-1,Below average,25
REP,Wednesday,7,-1,Below average,40
REP,Wednesday,8,0,Average,60
REP,Wednesday,9,2,High,85
REP,Wednesday,10,2,High,85
REP,Wednesday,11,1,Above average,70
REP,Wednesday,12,0,Average,60
REP,Wednesday,13,0,Average,65
REP,Wednesday,14,1,Above average,75
REP,Wednesday,15,2,High,85
REP,Wednesday,16,2,High,90
REP,Wednesday,17,2,High,85
REP,Wednesday,18,1,Above average,80
REP,Wednesday,19,1,Above average,70
REP,Wednesday,20,0,Average,55
REP,Wednesday,21,0,Average,45
REP,Wednesday,22,-1,Below average,35
REP,Wednesday,23,-1,Below average,30
REP,Thursday,0,-1,Below average,20
REP,Thursday,1,-1,Below average,20
REP,Thursday,2,-1,Below average,20
REP,Thursday,3,-1,Below average,20
REP,Thursday,4,-2,Low,20
REP,Thursday,5,-2,Low,20
REP,Thursday,6,-1,Below average,35
REP,Thursday,7,0,Average,50
REP,Thursday,8,1,Above average,75
REP,Thursday,9,2,High,85
REP,Thursday,10,2,High,80
REP,Thursday,11,1,Above average,70
REP,Thursday,12,1,Above average,70
REP,Thursday,13,1,Above average,75
REP,Thursday,14,2,High,85
REP,Thursday,15,2,High,95
REP,Thursday,16,2,High,95
REP,Thursday,17,2,High,90
REP,Thursday,18,1,Above average,75
REP,Thursday,19,0,Average,65
REP,Thursday,20,0,Average,50
REP,Thursday,21,-1,Below average,40
REP,Thursday,22,-1,Below average,30
REP,Thursday,23,-1,Below average,25
